Date,Close,Volume,Day of week,Month,Price-Delta%-1,Price-Delta%-3,Price-Delta%-7,Price-Delta%-30,Volume-Delta-1,Volume-Delta-3,Volume-Delta-7,RSI-14,RSI-Delta-1,RSI-Delta-3,RSI-Delta-7,SMA-15,SMA-50,SMA-Diff,SMA-Diff-Delta-1,SMA-Diff-Delta-3,SMA-Diff-Delta-7,SMA-10,EMA-10,EMA-Diff,EMA-Diff-Delta-1,EMA-Diff-Delta-3,EMA-Diff-Delta-7,MACD,MACD-signal,MACD-Diff,MACD-Diff-Delta-1,MACD-Diff-Delta-3,MACD-Diff-Delta-7,Stochastic-K,Stochastic-D,Stochastic-Diff,Stochastic-K-Delta-1,Stochastic-K-Delta-3,Stochastic-K-Delta-7,Stochastic-D-Delta-1,Stochastic-D-Delta-3,Stochastic-D-Delta-7,Stochastic-Diff-Delta-1,Stochastic-Diff-Delta-3,Stochastic-Diff-Delta-7,Aroon-Positive,Aroon-Negative,ADX,ADX-Delta-1,ADX-Delta-3,ADX-Delta-7,CCI-20,CCI-20-Delta-1,CCI-20-Delta-3,CCI-20-Delta-7,MOM,MOM-Delta-1,MOM-Delta-3,MOM-Delta-7
2015-04-27,381.0,76200,MONDAY,APRIL,2.83400809717,2.14477211796,1.19521912351,20.7606973059,145.806451613,0.927152317881,-61.4762386249,67.463605809,3.74663740454,1.49391826378,-5.31618081595,368.2,323.47,44.73,3.19666666667,9.08,20.7766666667,372.3,372.306791215,-0.00679121525059,1.1128697374,0.354052891419,-8.60248438009,43.79002849,26.2112179044,17.5788105856,-4.67917552794,-7.43747418298,1.8912911021,89.6825396825,81.737077949,7.94546173354,10.8005521049,5.70463913005,1.44724556489,1.90154637668,-0.816041914758,-4.53743185492,8.89900572822,6.52068104481,5.98467741981,0.0,28.5714285714,36.5377715097,0.46767090396,-0.0232725337367,-1.74486487178,65.0953984287,13.5829200224,-5.32074367108,-38.3332380902,-3.5,6.0,-30.0,-79.5
2015-04-28,382.0,59400,TUESDAY,APRIL,0.262467191601,3.80434782609,4.65753424658,21.2698412698,-22.0472440945,1.36518771331,-39.6341463415,67.8045847152,0.340978906191,5.03547073466,2.66551461517,372.0,325.24,46.76,2.03,8.09,20.23,372.5,371.518035503,0.981964496615,0.988755711866,2.2970761394,-5.39460646015,40.9251031183,30.2506099894,10.6744931289,-6.90431745673,-14.4892717827,-7.3337761651,81.7073170732,83.4239481111,-1.71663103795,-7.97522260937,5.06061048634,5.90086546027,1.68687016211,0.232320316981,2.54015764478,-9.66209277148,4.82829016936,3.36070781548,0.0,100.0,37.2887999473,0.751028437617,0.982319167871,-1.06901219124,75.0629504211,9.96755199238,17.9723225648,-4.72503795015,2.0,5.5,-2.0,-59.0
2015-04-29,365.5,67700,WEDNESDAY,APRIL,-4.31937172775,-1.34952766532,0.412087912088,13.3333333333,13.9730639731,118.387096774,-61.3584474886,57.1602021321,-10.6443825831,-6.55676627234,-7.344702066,373.266666667,326.71,46.5566666667,-0.203333333333,5.02333333333,17.2733333333,372.3,371.874888274,0.42511172624,-0.556852770375,1.54477267889,-2.90032948493,36.1559611158,33.5531497543,2.60281136156,-8.07168176731,-19.655174752,-18.1150051707,39.2405063291,70.2101210283,-30.9696146992,-42.4668107441,-39.6414812485,-35.4906764666,-13.2138270828,-9.62541054404,-9.38085514714,-29.2529836612,-30.0160707045,-26.1098213194,0.0,92.8571428571,36.2938381721,-0.994961775191,0.223737566386,-1.04659318824,41.7233560091,-33.339594412,-9.78912239722,-19.5111354661,-2.0,-4.0,7.5,-59.5
2015-04-30,359.0,48100,THURSDAY,APRIL,-1.77838577291,-5.77427821522,-4.90066225166,13.6075949367,-28.9512555391,-36.8766404199,-50.9183673469,53.5910290613,-3.56917307084,-13.8725767477,-15.314931491,372.933333333,328.12,44.8133333333,-1.74333333333,0.0833333333334,11.98,370.55,370.322098025,0.227901975487,-0.197209750753,0.234693190738,-0.974569240626,31.3776007833,36.1384677034,-4.76086692007,-7.36367828163,-22.3396775057,-27.7927783483,22.7848101266,47.910877843,-25.1260677164,-16.4556962025,-66.897729556,-66.1654661165,-22.2992431853,-33.826200106,-31.9184257076,5.84354698279,-33.0715294499,-34.2470404089,42.8571428571,85.7142857143,34.7099109165,-1.58392725563,-1.82786059321,-2.12527818047,-2.3259468804,-44.0493028895,-67.4213453091,-78.6323903101,-17.5,-15.5,-14.0,-70.0
2015-05-04,357.0,375800,MONDAY,MAY,-0.557103064067,-6.5445026178,-4.28954423592,12.4409448819,681.288981289,532.65993266,397.748344371,52.5046706956,-1.08635836571,-15.2999140196,-13.4650168496,371.4,329.35,42.05,-2.76333333333,-4.71,6.4,369.75,370.486173947,-0.736173947488,-0.964075922976,-1.7181384441,-0.375329840818,28.3340665316,37.7544304457,-9.4203639141,-4.65949699403,-20.094857043,-34.4366486827,17.7215189873,26.582278481,-8.86075949367,-5.06329113924,-63.9857980858,-66.2563815651,-21.3285993619,-56.8416696301,-55.9708413827,16.2653082227,-7.14412845572,-10.2855401824,35.7142857143,78.5714285714,33.239121322,-1.47078959452,-4.04967862534,-3.32192272146,-19.2218945003,-16.8959476199,-94.2848449214,-89.6380366001,-8.0,9.5,-10.0,-34.5
2015-05-05,346.0,84500,TUESDAY,MAY,-3.081232493,-5.33515731874,-5.97826086957,11.6129032258,-77.5146354444,24.8153618907,44.1979522184,46.8763113246,-5.62835937094,-10.2838908075,-15.8928026559,368.833333333,330.41,38.4233333333,-3.62666666667,-8.13333333333,-0.246666666667,367.95,370.210335888,-2.2603358881,-1.52416194062,-2.68544761434,-0.945224245323,23.6132954504,38.0871461293,-14.4738506789,-5.05348676484,-17.0766620405,-39.6376155905,3.33333333333,14.6132208158,-11.2798874824,-14.388185654,-35.9071729958,-73.3133732535,-11.9690576653,-55.5969002125,-68.5784069784,-2.41912798875,19.6897272167,-4.73496627511,100.0,71.4285714286,30.9130113971,-2.32610992492,-5.38082677506,-5.39346938238,-96.8229954614,-77.6011009611,-138.54635147,-153.913623318,-18.0,-10.0,-16.0,-22.0
2015-05-06,340.5,65800,WEDNESDAY,MAY,-1.58959537572,-5.15320334262,-8.0971659919,13.8795986622,-22.1301775148,36.7983367983,112.258064516,44.3181930899,-2.55811823469,-9.27283597134,-19.3987753145,366.2,331.36,34.84,-3.58333333333,-9.97333333333,-6.69333333333,364.25,367.219815477,-2.96981547737,-0.70947958927,-3.19771745286,-1.85015452472,19.9689965396,37.0025369961,-17.0335404565,-2.55968977759,-12.2726735365,-39.2915265701,7.54716981132,9.53400737733,-1.98683756601,4.21383647799,-15.2376403153,-71.3348177663,-5.07921343842,-38.3768704656,-70.301524195,9.29304991641,23.1392301504,-1.03329357133,100.0,64.2857142857,29.3570946137,-1.55591678336,-5.35281630279,-6.71300599204,-175.32845018,-78.5054547188,-173.0025033,-226.840928587,-37.0,-19.0,-19.5,-27.5
2015-05-07,351.5,74000,THURSDAY,MAY,3.23054331865,-1.5406162465,-7.74278215223,18.75,12.462006079,-80.308674827,-2.88713910761,50.174617039,5.85642394903,-2.3300536566,-17.28898877,365.133333333,332.4,32.7333333333,-2.10666666667,-9.31666666667,-11.9966666667,362.1,365.300596108,-3.20059610846,-0.230780631084,-2.46442216097,-3.19380489321,16.4943190843,34.6426255697,-18.1483064854,-1.11476602884,-8.72794257127,-35.727117071,32.1428571429,14.3411200958,17.801737047,24.5956873315,14.4213381555,-57.5396825397,4.80711271851,-12.2411583852,-67.3959578532,19.788574613,26.6624965407,9.85627531348,100.0,57.1428571429,27.5300057144,-1.82708889936,-5.70911560763,-9.00776579536,-155.078267201,20.2501829796,-135.8563727,-220.173665629,-21.5,15.5,-13.5,-18.0
2015-05-08,359.5,32300,FRIDAY,MAY,2.2759601707,3.90173410405,-5.89005235602,19.6339434276,-56.3513513514,-61.775147929,-45.6228956229,53.9666633157,3.79204627672,7.09035199106,-13.8379213995,364.0,333.53,30.47,-2.26333333333,-7.95333333333,-16.29,361.25,364.493156841,-3.24315684131,-0.0425607328511,-0.982820953205,-4.22512133792,11.5463418779,31.3199580858,-19.7736162079,-1.62530972254,-5.29976552897,-30.4481093368,46.4285714286,28.7061994609,17.7223719677,14.2857142857,43.0952380952,-35.2787456446,14.3650793651,14.0929786452,-54.7177486502,-0.0793650793651,29.0022594501,19.4390030056,92.8571428571,50.0,25.8934756581,-1.63653005629,-5.01953573901,-11.3953242893,-78.9319248826,76.146342318,17.8910705788,-153.994875304,-8.5,13.0,9.5,-10.5
2015-05-11,355.5,22200,MONDAY,MAY,-1.11265646732,4.40528634361,-2.73597811218,18.1063122924,-31.2693498452,-66.2613981763,-67.2082717873,51.8421442769,-2.12451903875,7.523951187,-5.31805785518,363.366666667,334.52,28.8466666667,-1.62333333333,-5.99333333333,-17.71,359.75,362.922165576,-3.17216557606,0.0709912652468,-0.202350098688,-3.5972773023,6.58623389543,27.2782839848,-20.6920500894,-0.918433881461,-3.65850963284,-23.2948614509,39.2857142857,39.2857142857,0.0,-7.14285714286,31.7385444744,0.0452079566004,10.5795148248,29.7517069084,-30.9244067426,-17.7223719677,1.98683756601,30.9696146992,85.7142857143,42.8571428571,24.3738406058,-1.51963505227,-4.98325400792,-11.9199975663,-66.779852858,12.1520720247,108.548597322,-108.503208867,-15.0,-6.5,22.0,-13.0
2015-05-12,352.5,31500,TUESDAY,MAY,-0.84388185654,0.284495021337,-1.81058495822,17.8929765886,41.8918918919,-57.4324324324,-34.5114345114,50.2445376218,-1.59760665513,0.0699205828368,-3.34649143947,362.6,335.54,27.06,-1.78666666667,-5.67333333333,-17.7533333333,356.9,359.154037272,-2.25403727249,0.918128303573,0.946558835969,-2.48193924798,2.1995310721,22.9825231919,-20.7829921198,-0.0909420303928,-2.63468563439,-16.0221251997,33.9285714286,39.880952381,-5.95238095238,-5.35714285714,1.78571428571,11.143761302,0.595238095238,25.5398322851,-8.029925462,-5.95238095238,-23.7541179994,19.173686764,78.5714285714,35.7142857143,23.0212557622,-1.35258484355,-4.50874995211,-11.6886551543,-92.4705749845,-25.6907221266,62.6076922161,-90.1446281041,-28.5,-13.5,-7.0,-11.0
2015-05-13,355.0,11500,WEDNESDAY,MAY,0.709219858156,-1.25173852573,-0.560224089636,19.1275167785,-63.4920634921,-64.3962848297,-96.9398616285,51.5835460788,1.33900845703,-2.38311723685,-0.921124616732,361.1,336.55,24.55,-2.51,-5.92,-17.5,354.2,354.912070236,-0.712070236155,1.54196703633,2.53108660515,0.0241037113335,-2.56315159601,18.7502058173,-21.3133574133,-0.530365293582,-1.53974120544,-11.8929934992,38.3928571429,37.2023809524,1.19047619048,4.46428571429,-8.03571428571,20.6713381555,-2.67857142857,8.49618149146,10.6201024714,7.14285714286,-16.5318957772,10.0512356841,71.4285714286,28.5714285714,21.4998252387,-1.5214305235,-4.39365041932,-11.7392960832,-56.5797101449,35.8908648396,22.3522147377,-37.3578156446,-27.0,1.5,-18.5,-19.0
2015-05-15,363.0,36700,FRIDAY,MAY,2.25352112676,2.10970464135,4.91329479769,19.2118226601,219.130434783,65.3153153153,-56.5680473373,55.6927007926,4.10915471373,3.85055651563,8.81638946794,360.433333333,337.72,22.7133333333,-1.83666666667,-6.13333333333,-15.71,353.95,353.523607815,0.42639218479,1.13846242094,3.59855776085,2.68672807289,-7.73037200903,14.5657034483,-22.2960754574,-0.982718044018,-1.60402536799,-7.82222477842,52.6785714286,41.6666666667,11.0119047619,14.2857142857,13.3928571429,49.3452380952,4.46428571429,2.38095238095,27.0534458509,9.82142857143,11.0119047619,22.2917922443,64.2857142857,21.4285714286,20.6572606515,-0.842564587283,-3.71657995433,-10.2557507456,-10.5934753822,45.9862347627,56.1863774757,86.2295200792,-2.5,24.5,12.5,15.5
2015-05-18,365.5,32700,MONDAY,MAY,0.68870523416,3.68794326241,7.34214390602,21.6306156406,-10.8991825613,3.80952380952,-50.3039513678,56.9230796713,1.2303788787,6.67854204947,12.6048865813,360.266666667,338.91,21.3566666667,-1.35666666667,-5.70333333333,-13.4833333333,354.6,353.254892121,1.34510787891,0.91871569412,3.5991451514,4.31492335628,-11.9783591631,10.1521895149,-22.130548678,0.165526779336,-1.34755655826,-5.0970082215,57.1428571429,49.4047619048,7.7380952381,4.46428571429,23.2142857143,49.5956873315,7.7380952381,9.52380952381,39.8707545274,-3.27380952381,13.6904761905,9.72493280411,57.1428571429,14.2857142857,20.3112940474,-0.345966604066,-2.70996171485,-9.04580056632,36.7512627436,47.3447381258,129.221837728,212.079712924,6.5,9.0,35.0,43.5
2015-05-19,370.5,15700,TUESDAY,MAY,1.36798905609,4.3661971831,5.40540540541,21.875,-51.9877675841,36.5217391304,-78.7837837838,59.3541339197,2.43105424846,7.7705878409,9.17951688077,360.266666667,340.28,19.9866666667,-1.37,-4.56333333333,-12.7466666667,355.95,353.593335917,2.35666408313,1.01155620422,3.06873431929,5.55726019159,-12.9649761782,6.01859841852,-18.9835745967,3.14697408134,2.32978281666,-0.835268111313,66.0714285714,58.630952381,7.44047619048,8.92857142857,27.6785714286,33.9285714286,9.22619047619,21.4285714286,44.2898322851,-0.297619047619,6.25,-10.3612608565,50.0,7.14285714286,19.9900393436,-0.321254703776,-1.50978589512,-7.53996637074,52.0310360566,15.279773313,108.610746202,207.109303257,13.5,7.0,40.5,35.0
2015-05-20,369.0,16400,WEDNESDAY,MAY,-0.404858299595,1.65289256198,2.64255910987,20.3915171289,4.45859872611,-55.3133514986,-49.226006192,58.2913137572,-1.06282016249,2.59861296467,4.32465044156,359.466666667,341.46,18.0066666667,-1.98,-4.70666666667,-12.4633333333,358.25,355.812142414,2.43785758576,0.0811935026286,2.01146540097,5.68101442707,-12.1267242142,2.1067734868,-14.233497701,4.75007689564,8.06257775632,5.54011850687,66.9811320755,63.3984725966,3.58265947889,0.909703504043,14.3025606469,20.5525606469,4.76752021563,21.7318059299,34.6922731357,-3.85781671159,-7.42924528302,-14.1397124888,42.8571428571,0.0,19.6917314044,-0.29830793922,-0.965529247062,-6.20174425367,40.9481481481,-11.0828879084,51.5416235304,119.880073031,23.0,9.5,25.5,31.5
2015-05-21,372.5,23400,THURSDAY,MAY,0.948509485095,1.91518467852,4.78199718706,14.6153846154,42.6829268293,-28.4403669725,5.40540540541,60.0872144571,1.79590069985,3.16413478582,8.24507018016,358.833333333,342.63,16.2033333333,-1.80333333333,-5.15333333333,-12.6433333333,361.45,359.457099454,1.99290054632,-0.444957039437,0.647792667416,5.16506612239,-10.5876346291,-1.54234073636,-9.04529389276,5.18820380828,13.0852547853,11.6467561966,95.1219512195,76.0581706221,19.0637805974,28.140819144,37.9790940767,55.8362369338,12.6596980256,26.6534087174,36.7724563364,15.4811211185,11.3256853593,19.0637805974,35.7142857143,0.0,19.7731554264,0.08142402201,-0.538138620986,-4.60068517938,64.164432529,23.2162843809,27.4131697854,130.944285387,32.0,9.0,25.5,47.0
2015-05-22,370.0,15600,FRIDAY,MAY,-0.671140939597,-0.134952766532,4.96453900709,6.78210678211,-33.3333333333,-0.636942675159,-50.4761904762,58.1608296264,-1.92638483066,-1.19330429329,7.91629200464,359.133333333,343.82,15.3133333333,-0.89,-4.67333333333,-11.7466666667,363.3,361.459133308,1.84086669221,-0.152033854112,-0.51579739092,4.0949039647,-7.72712427789,-4.51871544982,-3.20840882806,5.8368850647,15.7751657686,17.5745832917,89.0243902439,83.7091578463,5.31523239761,-6.09756097561,22.9529616725,55.0958188153,7.65098722416,25.0782054653,43.8282054653,-13.7485481998,-2.12524379287,11.26761335,28.5714285714,100.0,19.8487634468,0.0756080204378,-0.141275896773,-3.1724923154,63.0565583634,-1.10787416563,11.0255223068,155.527133348,18.5,-13.5,5.0,47.0
2015-05-25,369.0,9600,MONDAY,MAY,-0.27027027027,0.0,3.94366197183,1.37362637363,-38.4615384615,-41.4634146341,-16.5217391304,57.3685481319,-0.792281494503,-0.922765625308,5.7850020531,359.8,344.97,14.83,-0.483333333333,-3.17666666667,-9.72,364.25,362.237248175,2.01275182461,0.171885132394,-0.425105761155,2.72482206076,-4.6636050809,-6.71739079137,2.05378571048,5.26219453854,16.2872834115,23.3671431238,86.5853658537,90.243902439,-3.65853658537,-2.43902439024,19.6042337782,48.1925087108,6.53474459273,26.8454298424,53.0415214866,-8.97376898297,-7.24119606425,-4.84901277584,21.4285714286,92.8571428571,19.4786010948,-0.37016235203,-0.213130309583,-2.02122414393,43.1941923775,-19.8623659859,2.24604422935,99.7739025224,9.5,-9.0,-13.5,36.5
2015-05-26,367.0,19400,TUESDAY,MAY,-0.542005420054,-1.47651006711,1.10192837466,-3.42105263158,102.083333333,-17.094017094,-47.1389645777,55.7333194043,-1.63522872762,-4.35389505278,0.0406186117456,360.466666667,345.98,14.4866666667,-0.343333333333,-1.71666666667,-8.22666666667,365.4,363.692225673,1.70777432726,-0.304977497344,-0.285126219061,1.28138214247,-2.37112405891,-8.19721909562,5.82609503672,3.77230932624,14.8713889295,28.1221704941,81.7073170732,85.7723577236,-4.06504065041,-4.87804878049,-13.4146341463,29.0287456446,-4.47154471545,9.71418710144,44.1056910569,-0.406504065041,-23.1288212478,-15.0769454123,14.2857142857,85.7142857143,19.3204355198,-0.158165575039,-0.452719906631,-1.33682513168,44.7073096755,1.51311729797,-19.4571228536,55.3007850577,11.5,2.0,-20.5,14.0
2015-05-27,366.0,21700,WEDNESDAY,MAY,-0.272479564033,-1.08108108108,0.136798905609,-4.81144343303,11.8556701031,39.1025641026,-33.6391437309,54.8908401508,-0.842479253533,-3.26998947566,-2.03223952049,361.8,346.99,14.81,0.323333333333,-0.503333333333,-6.54666666667,366.75,365.786090997,0.963909003012,-0.743865324252,-0.876957689202,-0.381198875897,-1.79470765289,-8.89820067132,7.10349301844,1.27739798172,10.3119018465,29.2340416965,79.2682926829,82.5203252033,-3.25203252033,-2.43902439024,-9.75609756098,22.1254355401,-3.25203252033,-1.18883264304,33.1155632985,0.813008130081,-8.56726491793,-10.9901277584,7.14285714286,78.5714285714,18.9725568339,-0.347878685907,-0.876206612976,-1.33873721352,36.1352657005,-8.57204397498,-26.9212926629,-0.615997043157,13.5,2.0,-5.0,7.0
2015-05-28,366.5,16700,THURSDAY,MAY,0.136612021858,-0.677506775068,-1.07962213225,-3.55263157895,-23.0414746544,73.9583333333,6.36942675159,55.2550427911,0.364202640306,-2.11350534085,-4.09909112864,363.533333333,348.02,15.5133333333,0.703333333333,0.683333333333,-4.47333333333,367.9,367.716884732,0.183115267792,-0.78079373522,-1.82963655682,-2.17354881534,-0.639682998629,-8.59984147461,7.96015847598,0.856665457544,5.9063727655,26.9437330727,72.8813559322,77.9523218961,-5.0709659639,-6.38693675072,-13.7040099215,6.80992736077,-4.56800330715,-12.2915805429,19.3213695151,-1.81893344357,-1.41242937853,-12.5114421544,0.0,71.4285714286,18.6495266255,-0.323030208342,-0.829074469288,-1.34051271809,45.4642475987,9.32898189824,2.27005522122,-6.56678845788,11.5,-2.0,2.0,-2.0
2015-05-29,362.0,40400,FRIDAY,MAY,-1.2278308322,-1.36239782016,-1.89701897019,-1.49659863946,141.916167665,108.24742268,146.341463415,51.2449311955,-4.01011159557,-4.48838820879,-7.04638256172,364.233333333,348.81,15.4233333333,-0.0900000000001,0.936666666667,-2.58333333333,367.8,368.213537123,-0.413537123223,-0.596652391014,-2.12131145049,-2.85139470898,1.79589182458,-7.26834850024,9.06424032482,1.10408184884,3.23814528811,23.2977380259,57.6271186441,69.9255890864,-12.2984704423,-15.2542372881,-24.0801984291,-9.3540134314,-8.0267328097,-15.8467686372,6.52711648981,-7.22750447843,-8.23342979193,-15.8811299212,14.2857142857,64.2857142857,17.4697218535,-1.17980477205,-1.8507136663,-2.22200955092,21.5536596318,-23.9105879669,-23.1536500437,-19.3944885164,-1.0,-12.5,-12.5,-24.0
2015-06-01,352.5,45400,MONDAY,JUNE,-2.62430939227,-3.68852459016,-5.36912751678,-6.37450199203,12.3762376238,109.216589862,94.0170940171,43.9871174806,-7.25781371487,-10.9037226701,-16.1000969764,363.766666667,349.54,14.2266666667,-1.19666666667,-0.583333333333,-1.97666666667,366.5,367.782699848,-1.28269984794,-0.869162724713,-2.24660885095,-3.27560039426,3.52878298454,-5.45413518969,8.98291817423,-0.08132215059,1.8794251558,18.028212067,25.4237288136,51.9774011299,-26.5536723164,-32.2033898305,-53.8445638694,-69.698222406,-17.9481879565,-30.5429240733,-24.0807694922,-14.2552018741,-23.3016397961,-45.6174529138,7.14285714286,57.1428571429,16.9803348112,-0.489387042297,-1.99222202269,-2.79282061523,-46.5856481481,-68.1393077799,-82.7209138486,-110.750080677,-13.0,-12.0,-26.5,-45.0
2015-06-02,345.0,44600,TUESDAY,JUNE,-2.12765957447,-5.86630286494,-6.75675675676,-5.47945205479,-1.76211453744,167.065868263,185.897435897,39.2596974347,-4.72742004593,-15.9953453564,-18.9011321917,363.066666667,350.09,12.9766666667,-1.25,-2.53666666667,-2.33666666667,363.95,365.992741758,-2.0427417576,-0.760041909667,-2.22585702539,-3.88360844982,3.7260264905,-3.55100316803,7.27702965854,-1.70588851569,-0.683128817442,10.4854384866,7.8125,30.2877824859,-22.4752824859,-17.6112288136,-65.0688559322,-81.2118902439,-21.6896186441,-47.6645394102,-53.4213753604,4.07838983051,-17.404316522,-27.7905148835,100.0,50.0,17.3239196136,0.343584802379,-1.32560701197,-2.52484383329,-108.742356635,-62.1567084871,-154.206604234,-171.798914999,-25.5,-12.5,-37.0,-44.0
2015-06-03,348.0,18000,WEDNESDAY,JUNE,0.869565217391,-3.86740331492,-5.69105691057,-4.3956043956,-59.6412556054,-55.4455445545,87.5,41.947304379,2.68760694427,-9.29762681652,-15.4212437529,362.766666667,350.85,11.9166666667,-1.06,-3.50666666667,-2.91333333333,361.85,364.428229858,-2.57822985787,-0.535488100265,-2.16469273464,-4.59098168247,3.78051048925,-1.6944246183,5.47493510755,-1.80209455099,-3.58930521727,3.42114939708,17.1875,16.8079096045,0.37959039548,9.375,-40.4396186441,-69.3978658537,-13.4798728814,-53.1176794819,-73.4359928345,22.8548728814,12.6780608378,4.03812698085,92.8571428571,42.8571428571,17.5073443498,0.183424736287,0.0376224963689,-1.97125674497,-90.4021518074,18.3402048279,-111.955811439,-133.596344185,-21.0,4.5,-20.0,-30.5
2015-06-04,343.5,42600,THURSDAY,JUNE,-1.29310344828,-2.55319148936,-6.40326975477,-9.00662251656,136.666666667,-6.16740088106,119.587628866,39.1490573254,-2.79824705357,-4.83806015522,-16.5842620789,362.0,351.74,10.26,-1.65666666667,-3.96666666667,-4.22666666667,358.95,361.807169155,-2.85716915542,-0.278939297557,-1.57446930749,-4.56494348269,3.62512318746,-0.164556615159,3.78967980262,-1.68525530494,-5.19323837161,-2.0364152341,3.125,9.375,-6.25,-14.0625,-22.2987288136,-78.5823170732,-7.43290960452,-42.6024011299,-76.3973577236,-6.62959039548,20.3036723164,-2.18495934959,100.0,35.7142857143,17.9081562814,0.400811931588,0.927821470254,-1.41227923835,-124.180382711,-33.7782309037,-77.5947345629,-168.887692387,-29.0,-8.0,-16.0,-40.5
2015-06-05,329.5,41700,FRIDAY,JUNE,-4.07569141194,-4.49275362319,-9.97267759563,-11.6621983914,-2.11267605634,-6.50224215247,92.1658986175,31.9975319441,-7.15152538136,-7.26216549066,-22.8933082067,359.766666667,352.41,7.35666666667,-2.90333333333,-5.62,-7.45333333333,354.9,358.508659146,-3.60865914608,-0.751489990657,-1.56591738848,-4.57256814909,3.28304986304,0.943126321817,2.33992354122,-1.4497562614,-4.93710611732,-4.76356947721,2.17391304348,7.49547101449,-5.32155797101,-0.951086956522,-5.63858695652,-77.0943796394,-1.87952898551,-22.7923114714,-75.0248541888,0.928442028986,17.1537245149,-2.06952545069,100.0,28.5714285714,19.3536398447,1.44548356325,2.02972023112,0.381083010807,-194.086569654,-69.9061869432,-85.344213019,-230.221835355,-40.5,-11.5,-15.0,-54.0
2015-06-08,322.0,46900,MONDAY,JUNE,-2.27617602428,-7.47126436782,-12.1418826739,-12.5,12.4700239808,160.555555556,180.838323353,28.9468521266,-3.05067981744,-13.0004522524,-26.3081906645,356.866666667,352.84,4.02666666667,-3.33,-7.89,-11.4866666667,350.2,354.565165565,-4.36516556544,-0.756506419363,-1.78693570758,-4.54828083324,1.05922678135,1.60398012112,-0.544753339767,-2.88467688099,-6.01968844732,-8.50491181575,1.8691588785,2.38935730733,-0.520198428823,-0.304754164974,-15.3183411215,-71.0121970537,-5.10611370717,-14.4185522972,-75.5629645888,4.80135954219,-0.899788824303,4.55076753507,100.0,21.4285714286,21.1435811545,1.78994130985,3.63623680469,2.494054529,-209.926432494,-15.8398628398,-119.524280687,-255.390680093,-47.0,-6.5,-26.0,-58.5
2015-06-09,316.5,104900,TUESDAY,JUNE,-1.70807453416,-7.86026200873,-12.5690607735,-14.5748987854,123.667377399,146.244131455,159.653465347,26.9199164595,-2.02693566715,-12.2291408659,-24.325014736,353.266666667,353.15,0.116666666667,-3.91,-10.1433333333,-15.3066666667,345.15,350.191424144,-5.04142414383,-0.67625857839,-2.18425498841,-4.62788702061,-1.63978046878,2.06642656594,-3.70620703472,-3.16145369495,-7.49588683734,-12.7704473595,7.93650793651,3.99319328616,3.94331465034,6.067349058,4.81150793651,-49.6906107076,1.60383597884,-5.38180671384,-65.9323958002,4.46351307917,10.1933146503,16.2417850927,100.0,14.2857142857,23.2878514095,2.14427025501,5.37969512811,5.81812955607,-203.796977916,6.12945457851,-79.6165952044,-225.350637547,-50.5,-3.5,-21.5,-49.5
2015-06-10,319.0,210600,WEDNESDAY,JUNE,0.789889415482,-3.18664643399,-9.50354609929,-16.2729658793,100.762631077,405.035971223,363.876651982,29.3418535887,2.42193712925,-2.65567835533,-14.6452638919,349.933333333,353.55,-3.61666666667,-3.73333333333,-10.9733333333,-17.8433333333,340.45,345.623054057,-5.17305405745,-0.131629913617,-1.56439491137,-3.89035420951,-4.57068772681,2.17512902368,-6.74581675049,-3.03960971577,-9.08574029171,-15.7287349247,13.9534883721,7.9197183957,6.03376997639,6.01698043559,11.7795753286,-11.4702404415,3.92652510954,0.424247381209,-44.0576827342,2.09045532605,11.3553279474,32.5874422928,100.0,7.14285714286,25.3495355855,2.06168417593,5.99589574079,8.3692007743,-168.086251369,35.710726547,26.0003182857,-121.50060322,-47.0,3.5,-6.5,-34.0
2015-06-11,334.5,51200,THURSDAY,JUNE,4.85893416928,3.88198757764,-3.04347826087,-12.4345549738,-75.6885090218,9.1684434968,14.798206278,42.1441404221,12.8022868334,13.1972882955,2.8844429874,347.4,354.28,-6.88,-3.26333333333,-10.9066666667,-19.8566666667,337.25,341.32412649,-4.07412648964,1.09892756782,0.291039075808,-2.03138473203,-7.83699879313,1.6090513791,-9.44605017223,-2.70023342175,-8.90129683247,-16.7230798308,39.2,20.3633321029,18.8366678971,25.2465116279,37.3308411215,31.3875,12.4436137072,17.9739747955,-9.92445038301,12.8028979207,19.356866326,41.311950383,92.8571428571,0.0,24.8174330387,-0.532102546746,3.67385188419,7.49351342517,-88.1891910311,79.8970603374,121.737241463,20.5531656041,-32.0,15.0,15.0,-6.5
