Date,Close,Volume,Day of week,Month,Price-Delta%-1,Price-Delta%-3,Price-Delta%-7,Price-Delta%-30,Volume-Delta-1,Volume-Delta-3,Volume-Delta-7,RSI-14,RSI-Delta-1,RSI-Delta-3,RSI-Delta-7,SMA-15,SMA-50,SMA-Diff,SMA-Diff-Delta-1,SMA-Diff-Delta-3,SMA-Diff-Delta-7,SMA-10,EMA-10,EMA-Diff,EMA-Diff-Delta-1,EMA-Diff-Delta-3,EMA-Diff-Delta-7,MACD,MACD-signal,MACD-Diff,MACD-Diff-Delta-1,MACD-Diff-Delta-3,MACD-Diff-Delta-7,Stochastic-K,Stochastic-D,Stochastic-Diff,Stochastic-K-Delta-1,Stochastic-K-Delta-3,Stochastic-K-Delta-7,Stochastic-D-Delta-1,Stochastic-D-Delta-3,Stochastic-D-Delta-7,Stochastic-Diff-Delta-1,Stochastic-Diff-Delta-3,Stochastic-Diff-Delta-7,Aroon-Positive,Aroon-Negative,ADX,ADX-Delta-1,ADX-Delta-3,ADX-Delta-7,CCI-20,CCI-20-Delta-1,CCI-20-Delta-3,CCI-20-Delta-7,MOM,MOM-Delta-1,MOM-Delta-3,MOM-Delta-7
2015-10-09,343.5,22600,FRIDAY,OCTOBER,1.02941176471,-1.29310344828,0.0,0.145772594752,-44.8780487805,-52.8183716075,4.14746543779,48.1437130054,2.32612859368,-2.16418883451,0.521250564764,345.6,350.4,-4.8,-0.743333333333,-3.02,-4.46,341.9,340.927542166,0.972457833868,0.213754005413,1.21380012885,4.10826325019,-7.50428859302,3.20608180018,-10.7103703932,-0.822682420542,-3.21643258919,-9.87985238152,50.0,44.4444444444,5.55555555556,9.52380952381,-9.52380952381,3.93258426966,-3.1746031746,-16.2698412698,24.1049494583,12.6984126984,6.74603174603,-20.1723651887,42.8571428571,0.0,12.3625944359,0.153260582384,-0.14952569847,-3.29996731434,-62.4162358798,40.284862369,-48.7763891365,13.9791492153,1.0,3.0,10.5,18.0
2015-10-12,342.0,24600,MONDAY,OCTOBER,-0.436681222707,0.293255131965,0.588235294118,-1.72413793103,8.84955752212,17.1428571429,-41.2887828162,47.2083037751,-0.935409230338,0.838881803035,1.3658465023,344.133333333,349.8,-5.66666666667,-0.866666666667,-2.83666666667,-4.32666666667,342.3,341.502270236,0.797729764493,-0.174728069375,0.043057354965,3.76429053212,-8.44287479069,1.52817742316,-9.97105221385,0.739318179352,-0.999041886526,-6.94123350021,50.6666666667,47.0476190476,3.61904761905,0.666666666667,7.80952380952,10.1904761905,2.60317460317,-9.69841269841,14.8289637953,-1.93650793651,17.5079365079,-4.63848760478,35.7142857143,0.0,12.1213405898,-0.241253846104,0.252992031802,-2.53080340486,-50.3003003003,12.1159355795,1.24881476065,3.62505362505,4.0,3.0,22.0,26.0
2015-10-13,340.5,14300,TUESDAY,OCTOBER,-0.438596491228,0.147058823529,-1.58959537572,0.590841949778,-41.8699186992,-65.1219512195,-12.2699386503,46.2407576144,-0.967546160733,0.423173202608,-3.09758137079,343.0,349.21,-6.21,-0.543333333333,-2.15333333333,-4.34333333333,343.6,343.897533625,-0.29753362486,-1.09526338935,-1.05623745332,2.19295186627,-9.21766551019,-0.269284500991,-8.9483810092,1.02267120465,0.939306963455,-3.6307142385,50.7246376812,50.4637681159,0.260869565217,0.0579710144928,10.248447205,-4.03726708075,3.41614906832,2.84472049689,3.36193112646,-3.35817805383,7.40372670807,-7.39919820721,28.5714285714,0.0,12.1674092218,0.0460686319867,-0.0419246317342,-1.54648971412,-69.360414866,-19.0601145657,33.3406833827,-30.9975983555,13.0,9.0,15.0,26.0
2015-10-14,340.5,14100,WEDNESDAY,OCTOBER,0.0,-0.873362445415,-3.12944523471,2.56024096386,-1.3986013986,-37.610619469,13.7096774194,46.2407576144,-7.1054273576e-15,-1.90295539107,-6.13248506471,341.766666667,348.51,-6.74333333333,-0.533333333333,-1.94333333333,-4.98666666667,343.3,343.771236876,-0.471236876016,-0.173703251155,-1.44369470988,0.725691037423,-8.82232337316,-2.06874972731,-6.75357364585,2.19480736335,3.95679674735,0.26582509264,51.4705882353,50.9539641944,0.516624040921,0.745950554135,1.47058823529,-16.3865546218,0.490196078431,6.50951974993,-3.41111517071,0.255754475703,-5.03893151463,-12.9754394511,21.4285714286,0.0,12.2101872372,0.0427780154162,-0.152407198702,-1.11616398559,-67.1191553544,2.24125951158,-4.70291947469,-87.3704487765,-3.0,-16.0,-4.0,9.5
2015-10-15,340.5,10300,THURSDAY,OCTOBER,0.0,-0.438596491228,-2.15517241379,0.888888888889,-26.9503546099,-58.1300813008,-78.496868476,46.2407576144,7.1054273576e-15,-0.967546160733,-4.06714422558,341.666666667,347.82,-6.15333333333,0.59,-0.486666666667,-4.37333333333,343.35,344.243264877,-0.893264876729,-0.422028000713,-1.69099464122,-0.651922581744,-6.28369734012,-3.60558590205,-2.67811143807,4.07546220778,7.29294077578,4.81582636594,51.4705882353,51.2219380506,0.248650184712,0.0,0.803921568627,-8.05322128852,0.267973856209,4.17431900296,-9.4923476637,-0.267973856209,-3.37039743434,1.43912637519,14.2857142857,42.8571428571,12.1225876664,-0.0875995707966,0.00124707660626,-0.389532467968,-46.1384152457,20.9807401087,4.16188505456,-32.4985685024,0.5,3.5,-3.5,10.0
2015-10-16,343.0,14000,FRIDAY,OCTOBER,0.734214390602,0.734214390602,0.58651026393,3.15789473684,35.9223300971,-2.0979020979,-33.3333333333,48.440465857,2.19970824266,2.19970824266,2.07104388496,341.7,347.27,-5.57,0.583333333333,0.64,-2.74,343.05,343.863800471,-0.813800470784,0.0794644059449,-0.516266845923,-1.56847288031,-5.4475005935,-4.92246563224,-0.525034961255,2.15307647681,8.42334604795,8.44697536607,58.8235294118,53.9215686275,4.90196078431,7.35294117647,8.09889173061,15.9663865546,2.69963057687,3.45780051151,-2.82446311858,4.6533105996,4.6410912191,18.7908496732,7.14285714286,35.7142857143,11.780234382,-0.342353284406,-0.387174839786,-0.0881141759975,-25.742949082,20.3954661638,43.6174657841,25.806165979,-3.0,-3.5,-16.0,15.0
2015-10-19,343.5,18700,MONDAY,OCTOBER,0.145772594752,0.881057268722,1.02941176471,1.77777777778,33.5714285714,32.6241134752,-54.3902439024,48.8908933711,0.450427514035,2.65013575669,3.0733089593,342.066666667,346.73,-4.66333333333,0.906666666667,2.08,-0.606666666667,342.25,342.505029333,-0.255029332765,0.558771138019,0.21620754325,-1.01373316122,-4.28482926164,-6.06674849262,1.78191923098,2.30695419224,8.53549287683,11.6696072036,53.4482758621,54.5807978364,-1.13252197431,-5.3752535497,1.97768762677,12.9720853859,0.659229208925,3.626833642,6.96175021733,-6.03448275862,-1.64914601523,6.01033516855,0.0,28.5714285714,11.3287857259,-0.451448656129,-0.881401511332,-0.88054812765,3.51533707547,29.2582861574,70.6344924299,106.216435324,-8.0,-5.0,-5.0,-6.0
2015-10-20,339.5,208500,TUESDAY,OCTOBER,-1.16448326055,-0.293685756241,-1.16448326055,-2.0202020202,1014.97326203,1924.27184466,822.566371681,45.4687103433,-3.42218302777,-0.772047271074,-2.67500266214,342.866666667,346.16,-3.29333333333,1.37,2.86,1.50666666667,341.4,341.369057662,0.0309423384688,0.285971671234,0.924207215198,-0.941515495399,-4.57872510403,-6.78713873876,2.20841363472,0.426494403739,4.88652507279,12.9187840279,41.6666666667,51.3128239802,-9.6461573135,-11.7816091954,-9.80392156863,-8.33333333333,-3.26797385621,0.0908859295842,6.86837953572,-8.51363533919,-9.89480749821,-15.2017128691,100.0,21.4285714286,12.4685789991,1.13979327327,0.34599133273,0.105984563232,-88.2735309412,-91.7888680167,-42.1351156955,-25.8572950615,-8.5,-0.5,-9.0,-9.5
2015-10-21,333.5,51900,WEDNESDAY,OCTOBER,-1.76730486009,-2.76967930029,-2.48538011696,-6.3202247191,-75.1079136691,270.714285714,110.975609756,40.8497846673,-4.61892567603,-7.59068118976,-6.35851910783,342.2,345.77,-3.57,-0.276666666667,2.0,2.09666666667,340.65,340.979892649,-0.329892648647,-0.360834987116,0.483907822137,-1.12762241314,-5.76047581844,-7.12942398087,1.36894816243,-0.83946547229,1.89398312369,11.3400003763,21.6666666667,38.9272030651,-17.2605363985,-20.0,-37.1568627451,-29.0,-12.385620915,-14.9943655623,-8.12041598248,-7.61437908497,-22.1624971828,-20.8795840175,92.8571428571,14.2857142857,13.5269584672,1.05837946803,1.74672408517,1.40561787737,-116.038433112,-27.7649021704,-90.2954840296,-65.7381328113,-7.5,1.0,-4.5,-11.5
2015-10-22,332.0,33800,THURSDAY,OCTOBER,-0.449775112444,-3.34788937409,-2.49632892805,-8.03324099723,-34.8747591522,80.7486631016,136.363636364,39.7622966241,-1.08748804313,-9.12859674692,-6.47846099023,341.666666667,345.14,-3.47333333333,0.0966666666666,1.19,2.73666666667,339.85,340.63367664,-0.783676639565,-0.453783990918,-0.528647306799,-0.486143014704,-5.95337349089,-6.98024190486,1.02686841397,-0.342079748463,-0.755050817014,9.97524942317,18.0327868852,27.1220400729,-9.08925318761,-3.63387978142,-35.4154889768,-32.6918507959,-11.8051629923,-27.4587577635,-23.3417280431,8.17128321085,-7.95673121331,-9.35012275283,100.0,7.14285714286,15.0192673156,1.49230884839,3.69048158968,2.85185809377,-167.075163399,-51.0367302871,-170.590500474,-97.7147485327,-8.0,-0.5,0.0,-21.0
2015-10-23,337.5,16500,FRIDAY,OCTOBER,1.65662650602,-0.589101620029,-0.881057268722,-5.59440559441,-51.1834319527,-92.0863309353,17.0212765957,45.4922261232,5.7299294991,0.0235157799441,-0.748531491129,341.1,344.6,-3.5,-0.0266666666666,-0.206666666667,3.24333333333,339.25,339.950799927,-0.70079992707,0.0828767124949,-0.731742265539,-0.229563051054,-4.98786207255,-6.5643495777,1.57648750515,0.549619091182,-0.631926129571,8.330061151,39.2857142857,26.3283892792,12.9573250065,21.2529274005,-2.38095238095,-12.1848739496,-0.793650793651,-24.984434701,-24.6255749152,22.0465781941,22.60348232,12.4407009656,92.8571428571,0.0,14.9487233342,-0.0705439813957,2.48014433502,2.73853609696,-46.6899431779,120.385220221,41.5835877633,20.4292121765,-6.0,2.0,2.5,-3.0
2015-10-26,340.0,13200,MONDAY,OCTOBER,0.740740740741,1.94902548726,-0.14684287812,-2.43902439024,-20.0,-74.5664739884,28.1553398058,47.9173607844,2.42513466116,7.06757611713,1.67660317003,340.333333333,344.2,-3.86666666667,-0.366666666667,-0.296666666667,2.28666666667,339.05,339.594636823,-0.544636822679,0.156163104391,-0.214744174032,0.34862805405,-3.97612953664,-5.87556963942,1.89944010278,0.322952597629,0.530491940347,4.57755154085,54.0,37.106167057,16.893832943,14.7142857143,32.3333333333,2.52941176471,10.7777777778,-1.82103600815,-14.1157709936,3.93650793651,34.1543693415,16.6451827583,85.7142857143,0.0,14.8832182086,-0.0655051255817,1.35625974141,2.76063054217,-20.1360544218,26.5538887562,95.9023786898,26.002360824,-2.0,4.0,5.5,-2.5
2015-10-27,334.0,14200,TUESDAY,OCTOBER,-1.76470588235,0.602409638554,-2.62390670554,-4.57142857143,7.57575757576,-57.9881656805,1.42857142857,42.9754615289,-4.94189925545,3.2131649048,-5.46500432808,339.4,343.69,-4.29,-0.423333333333,-0.816666666667,1.28,338.4,339.11337457,-0.713374569705,-0.168737747026,0.0703020698601,0.100425901079,-3.26252824626,-5.12734809619,1.86481984993,-0.0346202528495,0.837951435961,2.38985481119,34.8837209302,42.723145072,-7.83942414175,-19.1162790698,16.850934045,-23.9398084815,5.616978015,15.6011049991,-11.1984235555,-24.7332570848,1.24982904586,-12.7413849261,78.5714285714,0.0,14.9662352081,0.0830169994661,-0.0530321075112,3.18600082604,-91.1260253542,-70.9899709324,75.9491380445,-65.3830762723,-6.5,-4.5,1.5,-3.5
2015-10-28,336.0,24600,WEDNESDAY,OCTOBER,0.59880239521,-0.444444444444,-2.18340611354,-6.79611650485,73.2394366197,49.0909090909,31.550802139,45.0112754196,2.03581389067,-0.480950703627,-3.87961795145,339.066666667,343.25,-4.18333333333,0.106666666667,-0.683333333333,0.48,337.95,338.690897845,-0.740897845095,-0.0275232753901,-0.0400979180249,-0.485868512329,-2.70477323322,-4.74430576511,2.03953253189,0.174712681956,0.463045026735,0.257613300903,44.1860465116,44.3565891473,-0.170542635659,9.3023255814,4.90033222591,-9.26222935044,1.6334440753,18.0281998681,-10.2242086891,7.66888150609,-13.1278676422,0.961979338648,71.4285714286,14.2857142857,15.3766849165,0.410449708478,0.427961582363,4.04789919065,-107.822410148,-16.6963847938,-61.1324669701,-111.337747223,-4.5,2.0,1.5,3.5
2015-10-29,337.0,17900,THURSDAY,OCTOBER,0.297619047619,-0.882352941176,-0.736377025037,-6.90607734807,-27.2357723577,35.6060606061,-91.4148681055,46.0484102704,1.03713485077,-1.86895051402,0.579699927087,338.866666667,343.02,-4.15333333333,0.03,-0.286666666667,-0.86,337.6,338.276443559,-0.676443559321,0.0644542857738,-0.131806736642,-0.70738589779,-1.81709454945,-4.41830503877,2.60121048933,0.56167795744,0.701770386546,0.392796854604,48.8372093023,42.6356589147,6.2015503876,4.6511627907,-5.16279069767,7.17054263566,-1.72093023256,5.52949185774,-8.67716506544,6.37209302326,-10.6922825554,15.8477077011,64.2857142857,7.14285714286,15.5421265095,0.165441592923,0.658908300868,3.07354751031,-76.9126239978,30.9097861502,-56.7765695761,11.3609069434,-3.5,1.0,-1.5,5.0
2015-10-30,337.0,20700,FRIDAY,OCTOBER,0.0,0.898203592814,1.04947526237,-6.12813370474,15.6424581006,45.7746478873,-60.1156069364,46.0484102704,0.0,3.07294874144,5.19862560311,338.433333333,342.97,-4.53666666667,-0.383333333333,-0.246666666667,-0.966666666667,337.0,337.375306545,-0.375306544799,0.301137014522,0.338068024905,-0.0454138961522,-1.98295484432,-4.28874104156,2.30578619724,-0.295424292085,0.440966347311,0.936838034808,53.8461538462,48.9564698867,4.88968395945,5.00894454383,18.9624329159,32.1794871795,6.32081097197,6.23332481472,10.0292668216,-1.31186642815,12.7291081012,22.1502203579,57.1428571429,0.0,15.2659648937,-0.276161615739,0.299729685663,1.73900642654,-31.9908597544,44.9217642435,59.1351655999,84.0475733572,-6.0,-2.5,0.5,1.5
2015-11-02,352.5,32200,MONDAY,NOVEMBER,4.59940652819,4.91071428571,6.17469879518,-3.15934065934,55.5555555556,30.8943089431,-4.73372781065,59.7090292329,13.6606189625,14.6977538133,19.9467326088,339.133333333,343.69,-4.55666666667,-0.02,-0.373333333333,-1.08333333333,337.9,337.174581864,0.72541813569,1.10072468049,1.46631598078,1.50909477525,-1.74197831429,-4.06855844244,2.32658012814,0.0207939309032,0.287047596258,1.29971171417,98.1132075472,66.9321902319,31.1810173153,44.267053701,53.9271610355,80.0804206619,17.9757203452,22.5756010846,39.810150159,26.2913333558,31.3515599509,40.2702705029,50.0,100.0,14.7316917509,-0.534273142855,-0.644993165671,-0.287575564704,141.853932584,173.844792339,249.676342732,308.929095983,9.0,15.0,13.5,17.0
2015-11-03,346.5,59800,TUESDAY,NOVEMBER,-1.70212765957,2.81899109792,2.66666666667,-3.07692307692,85.7142857143,234.078212291,262.424242424,54.0082945299,-5.70073470301,7.95988425951,8.51606840665,339.533333333,344.03,-4.49666666667,0.06,-0.343333333333,-0.996666666667,338.6,337.305001461,1.29499853889,0.569580403201,1.97144209821,1.99579846596,-2.26792840032,-3.61973475632,1.351806356,-0.974773772141,-1.24940413332,-0.224681149147,74.0740740741,75.3444784891,-1.27040441506,-24.0391334731,25.2368647717,34.7883597884,8.41228825725,32.7088195744,49.0160892099,-32.4514217303,-7.47195480266,-14.2277294216,42.8571428571,100.0,14.2888928362,-0.44279891464,-1.25323367323,-0.659830497948,148.704286752,6.85035416797,225.61691075,195.39422993,7.0,-2.0,10.5,13.0
2015-11-04,345.0,17800,WEDNESDAY,NOVEMBER,-0.4329004329,2.37388724036,1.47058823529,-3.89972144847,-70.2341137124,-14.0096618357,34.8484848485,52.6548091917,-1.35348533822,6.60639892129,4.73744840728,339.833333333,344.33,-4.49666666667,0.0,0.04,-0.63,339.75,338.415384055,1.33461594473,0.0396174058405,1.70992248953,1.87925276741,-3.60121014843,-3.15845943479,-0.442750713636,-1.79455706964,-2.74853691088,-2.34219081642,68.5185185185,80.2352667133,-11.7167481947,-5.55555555556,14.6723646724,14.5185185185,4.89078822412,31.2787968266,43.1290996563,-10.4463437797,-16.6064321542,-28.6105811377,35.7142857143,92.8571428571,13.8777224155,-0.411170420737,-1.38824247823,-1.0054957931,99.8389694042,-48.8653173481,131.829829159,119.975023826,11.5,4.5,17.5,13.5
2015-11-05,341.5,50300,THURSDAY,NOVEMBER,-1.01449275362,-3.12056737589,2.24550898204,-0.146198830409,182.584269663,56.2111801242,254.225352113,49.5354142735,-3.11939491815,-10.1736149594,6.55995274458,339.9,344.32,-4.42,0.0766666666667,0.136666666667,-0.13,340.7,339.717193361,0.982806639201,-0.351809305531,0.257388503511,1.69618120891,-3.51785520643,-2.82078656472,-0.697068641712,-0.254317928076,-3.02364876986,-2.56188849164,55.5555555556,66.049382716,-10.4938271605,-12.962962963,-42.5576519916,20.6718346253,-14.1858839972,-0.882807515834,23.3262376441,1.22292103424,-41.6748444758,-2.65440301874,28.5714285714,85.7142857143,13.1483793787,-0.729343036796,-1.58331237217,-1.81785582937,60.5493133583,-39.2896560459,-81.304619226,151.675338713,9.5,-2.0,0.5,16.0
2015-11-06,351.0,520700,FRIDAY,NOVEMBER,2.78184480234,1.2987012987,4.46428571429,2.48175182482,935.188866799,770.735785953,2016.66666667,56.9844205296,7.44900625607,2.9761259997,11.97314511,340.433333333,344.48,-4.04666666667,0.373333333333,0.45,0.136666666667,342.05,340.756321246,1.29367875418,0.310872114975,-0.00131978471489,2.03457659927,-2.54859634166,-2.57558230896,0.0269859673061,0.724054609018,-1.3248203887,-2.01254656458,87.5,70.524691358,16.975308642,31.9444444444,13.4259259259,43.3139534884,4.47530864198,-4.81978713111,26.1681022107,27.4691358025,18.245713057,17.1458512776,21.4285714286,100.0,13.2385385543,0.0901591756393,-1.05035428189,-2.1381463622,141.670187298,81.1208739393,-7.03409945468,249.492597446,13.5,4.0,6.5,18.0
2015-11-09,356.5,29700,MONDAY,NOVEMBER,1.56695156695,3.33333333333,5.78635014837,5.47337278107,-94.2961398118,66.8539325843,65.9217877095,60.6095715139,3.62515098426,7.95476232218,14.5611612435,341.3,344.65,-3.35,0.696666666667,1.14666666667,0.803333333333,343.7,341.796783331,1.90321666942,0.609537915246,0.568600724691,2.57966022874,-0.734398252759,-2.32229848751,1.58790023475,1.56091426745,2.03065094839,-1.01331025457,80.0,74.3518518519,5.64814814815,-7.5,11.4814814815,31.1627906977,3.82716049383,-5.8834148614,31.7161929371,-11.3271604938,17.3648963429,-0.553402239449,14.2857142857,100.0,14.2351675426,0.99662898828,0.357445127124,-1.30695896685,228.368049478,86.6978621802,128.529080074,305.280673476,16.5,3.0,5.0,20.0
2015-11-10,357.5,10500,TUESDAY,NOVEMBER,0.280504908836,4.68521229868,6.08308605341,9.16030534351,-64.6464646465,-79.1252485089,-49.2753623188,61.2490191918,0.63944767791,11.7136049182,15.2006089214,342.5,345.03,-2.53,0.82,1.89,2.00666666667,346.05,344.068334534,1.98166546641,0.0784487969927,0.998858827214,2.35697201121,0.840980475913,-2.04441948659,2.8853999625,1.29749972775,3.58246860422,0.579613765263,82.6666666667,83.3888888889,-0.722222222222,2.66666666667,27.1111111111,28.8205128205,9.03703703704,17.3395061728,34.4324190022,-6.37037037037,9.77160493827,-5.61190618167,7.14285714286,92.8571428571,15.160608746,0.925441203403,2.01222936732,-0.105356147706,187.372910777,-40.9951387006,126.823597419,219.363770532,23.5,7.0,14.0,29.5
2015-11-11,365.5,23900,WEDNESDAY,NOVEMBER,2.23776223776,4.13105413105,3.68794326241,6.40465793304,127.619047619,-95.4100249664,-25.7763975155,66.003692948,4.75467375625,9.01927241842,6.29466371511,344.633333333,345.7,-1.06666666667,1.46333333333,2.98,3.49,349.0,346.717827242,2.28217275845,0.300507292036,0.988494004275,1.55675462276,2.17993604684,-1.81884948754,3.99878553438,1.11338557188,3.97179956708,1.67220540624,97.2972972973,86.6546546547,10.6426426426,14.6306306306,9.7972972973,-0.815910249873,3.26576576577,16.1299632966,19.7224644228,11.3648648649,-6.33266599933,-20.5383746726,0.0,100.0,16.4142301948,1.25362144881,3.1756916405,1.68253844396,203.192297948,15.8193871706,61.5221106502,61.3383653635,29.5,6.0,16.0,20.5
2015-11-12,363.0,36300,THURSDAY,NOVEMBER,-0.683994528044,1.82328190743,4.7619047619,6.76470588235,51.8828451883,22.2222222222,-39.2976588629,63.3863046148,-2.6173883332,2.77673310096,9.37801008492,346.7,346.21,0.49,1.55666666667,3.84,4.98666666667,351.6,349.359316511,2.24068348882,-0.04148926963,0.337466819399,0.94568494993,4.00711555535,-1.41359263901,5.42070819436,1.42192265998,3.83280795961,4.06890183836,78.8235294118,86.2624977919,-7.43896838014,-18.4737678855,-1.17647058824,4.74945533769,-0.392156862745,11.9106459401,10.9180193028,-18.0816110228,-13.0871165283,-6.16856396509,21.4285714286,100.0,18.0144135123,1.60018331749,3.77924596971,3.72552067609,183.994823123,-19.1974748244,-44.3732263544,35.2905363711,26.0,-3.5,9.5,19.0
2015-11-13,355.5,16700,FRIDAY,NOVEMBER,-2.06611570248,-0.559440559441,3.04347826087,2.74566473988,-53.9944903581,59.0476190476,-6.1797752809,56.1877176384,-7.19858697642,-5.06130155337,3.53290844673,347.9,346.67,1.23,0.74,3.76,5.72666666667,353.45,351.878694814,1.57130518571,-0.669378303109,-0.410360280703,0.23668924098,5.49339020243,-0.906754315714,6.40014451815,0.979436323782,3.51474455564,6.84289523178,61.1764705882,79.0990990991,-17.9226285109,-17.6470588235,-21.4901960784,-7.34204793028,-7.16339869281,-4.28978978979,-1.13616761416,-10.4836601307,-17.2004062886,-6.20588031613,14.2857142857,92.8571428571,18.3344271406,0.320013628266,3.17381839457,4.4567047251,106.454151909,-77.5406712147,-80.9187588685,6.61518250451,18.5,-7.5,-5.0,7.0
2015-11-16,363.5,21700,MONDAY,NOVEMBER,2.25035161744,-0.547195622435,6.44216691069,3.41394025605,29.9401197605,-9.2050209205,-56.8588469185,61.2437204806,5.05600284222,-4.7599724674,11.7083062071,349.466666667,347.19,2.27666666667,1.04666666667,3.34333333333,6.69666666667,354.55,352.440066218,2.10993378169,0.538628595979,-0.17223897676,1.12712714249,7.42951379299,-0.104811847908,7.5343256409,1.13418112275,3.53554010652,8.23139428261,80.0,73.3333333333,6.66666666667,18.8235294118,-17.2972972973,24.4444444444,-5.76576576577,-13.3213213213,7.28395061728,24.5892951775,-3.97597597598,17.1604938272,7.14285714286,85.7142857143,18.0780703788,-0.256356761772,1.66384018398,4.92969100012,96.2037539984,-10.2503979103,-106.988543949,35.6544406401,11.0,-7.5,-18.5,1.5
2015-11-17,366.0,14400,TUESDAY,NOVEMBER,0.687757909216,0.826446280992,4.2735042735,5.1724137931,-33.6405529954,-60.3305785124,-97.23449203,62.6926284106,1.44890792996,-0.693676204238,5.70820788098,351.6,347.58,4.02,1.74333333333,3.53,8.06666666667,356.5,354.262731715,2.23726828494,0.127334503253,-0.00341520387701,0.943589530768,9.5426232656,1.20202560596,8.34059765963,0.806272018736,2.91988946527,8.31361169233,85.3658536585,75.5141080823,9.85174557628,5.36585365854,6.54232424677,-2.13414634146,2.18077474892,-10.7483897097,4.98941672423,3.18507890961,17.2907139564,-7.1235630657,0.0,78.5714285714,18.5297962726,0.451725893776,0.51538276027,5.29125771826,112.568306011,16.3645520125,-71.4265171125,-29.1018812866,19.5,8.5,-6.5,6.0
2015-11-18,364.5,12500,WEDNESDAY,NOVEMBER,-0.409836065574,2.53164556962,2.24403927069,6.89149560117,-13.1944444444,-25.1497005988,-57.9124579125,61.2139123795,-1.47871603108,5.0261947411,0.604340865646,353.5,347.75,5.75,1.73,4.52,9.1,358.45,356.475873767,1.97412623328,-0.263142051666,0.402821047566,0.0709095638557,9.53408178832,2.66588584895,6.86819593937,-1.47240172026,0.468051421225,5.28029570462,79.4520547945,81.6059694844,-2.15391468983,-5.91379886402,18.2755842063,-0.547945205479,6.0918614021,2.50687038525,7.2541176325,-12.0056602661,15.768713821,-7.80206283798,0.0,71.4285714286,18.9492560311,0.419459758507,0.614828890511,4.71408848848,108.005292756,-4.56301325539,1.55114084684,-120.362756722,19.5,0.0,1.0,3.0
2015-11-19,366.5,7800,THURSDAY,NOVEMBER,0.548696844993,0.825309491059,2.51748251748,7.79411764706,-37.6,-64.0552995392,-25.7142857143,62.4844938944,1.2705815149,1.24077341378,1.23547470263,355.466666667,347.86,7.60666666667,1.85666666667,5.33,10.1366666667,360.95,359.677612257,1.27238774269,-0.701738490593,-0.837546039006,-0.70927772373,10.4728129992,4.1936475166,6.27916548263,-0.589030456736,-1.25516015826,3.39376552013,84.7222222222,83.1800435584,1.5421786638,5.2701674277,4.72222222222,2.05555555556,1.57407407407,9.84671022509,-0.208845330462,3.69609335363,-5.12448800287,2.26440088602,0.0,64.2857142857,19.3387543783,0.389498347185,1.26068399947,4.17814563227,101.477618427,-6.52767432877,5.27386442834,-85.8952923504,25.0,5.5,14.0,1.5
2015-11-20,368.0,8600,FRIDAY,NOVEMBER,0.409276944065,0.546448087432,0.683994528044,7.13245997089,10.2564102564,-40.2777777778,-64.0167364017,63.4515278676,0.96703397324,0.758899457059,-2.55216508038,357.533333333,348.07,9.46333333333,1.85666666667,5.44333333333,10.53,362.65,361.67781284,0.972187159989,-0.300200582696,-1.26508112495,-1.30998559846,11.7950853758,5.65178392565,6.14330145013,-0.135864032507,-2.19729620951,2.14451591574,87.6923076923,83.9555282364,3.73677945596,2.97008547009,2.32645403377,-9.60498960499,0.775484677924,8.44142015409,-2.6991264183,2.19460079216,-6.11496612032,-6.90586318669,0.0,57.1428571429,19.1501166542,-0.188637724053,0.620320381639,2.7358864594,91.9208132691,-9.55680515764,-20.6474927418,-111.271484679,17.0,-8.0,-2.5,-12.5
2015-11-23,367.5,6000,MONDAY,NOVEMBER,-0.135869565217,0.82304526749,1.23966942149,7.45614035088,-30.2325581395,-52.0,-83.4710743802,62.8697780208,-0.581749846837,1.6558656413,-0.516526594015,358.533333333,348.45,10.0833333333,0.62,4.33333333333,9.59333333333,363.75,362.920691194,0.829308806062,-0.142878353928,-1.14481742722,-1.41137468276,13.9336353515,7.13035660681,6.80327874464,0.659977294515,-0.0649171947276,1.38257055028,86.1538461538,86.1894586895,-0.0356125356125,-1.53846153846,6.70179135933,7.33031674208,2.23393045311,4.58348920511,-0.0730391024509,-3.77239199157,2.11830215422,7.40335584453,14.2857142857,50.0,18.9749530533,-0.175163600906,0.0256970222264,0.960539541003,82.7015109964,-9.21930227273,-25.3037817591,-101.293312127,11.0,-6.0,-8.5,-15.0
2015-11-24,357.5,61000,TUESDAY,NOVEMBER,-2.72108843537,-2.45566166439,0.56258790436,4.99265785609,916.666666667,682.051282051,265.269461078,52.5020193364,-10.3677586844,-9.98247455797,-3.68569830197,359.266666667,348.6,10.6666666667,0.583333333333,3.06,9.43666666667,363.75,363.557725775,0.192274225013,-0.637034581049,-1.08011351767,-1.3790309607,14.7241388974,8.59241431796,6.13172457946,-0.671554165183,-0.147440903175,-0.268419938686,55.3846153846,76.4102564103,-21.0256410256,-30.7692307692,-29.3376068376,-5.79185520362,-9.7792022792,-6.76978714817,-2.68884268884,-20.99002849,-22.5678196894,-3.10301251478,7.14285714286,42.8571428571,17.7264177051,-1.2485353482,-1.61233667316,-0.608009435463,38.0188350192,-44.6826759772,-63.4587834076,-68.4353168895,0.0,-11.0,-25.0,-18.5
